procedure_code,description,procedure_group
84255,Assay of selenium,Pathology
84260,Assay of serotonin,Pathology
84270,Assay of sex hormone globul,Pathology
84275,Assay of sialic acid,Pathology
84285,Assay of silica,Pathology
84295,Assay of serum sodium,Pathology
84300,Assay of urine sodium,Pathology
84302,Assay of sweat sodium,Pathology
84305,Assay of somatomedin,Pathology
84307,Assay of somatostatin,Pathology
84311,Spectrophotometry,Pathology
84315,Body fluid specific gravity,Pathology
84375,"Chromatogram assay, sugars",Pathology
84376,"Sugars, single, qual",Pathology
84377,"Sugars, multiple, qual",Pathology
84378,"Sugars, single, quant",Pathology
84379,Sugars multiple quant,Pathology
84392,Assay of urine sulfate,Pathology
84402,Assay of testosterone,Pathology
84403,Assay of total testosterone,Pathology
84425,Assay of vitamin b-1,Pathology
84430,Assay of thiocyanate,Pathology
84432,Assay of thyroglobulin,Pathology
84436,Assay of total thyroxine,Pathology
84437,Assay of neonatal thyroxine,Pathology
84439,Assay of free thyroxine,Pathology
84442,Assay of thyroid activity,Pathology
84443,Assay thyroid stim hormone,Pathology
84445,Assay of tsi,Pathology
84446,Assay of vitamin e,Pathology
84449,Assay of transcortin,Pathology
84450,Transferase (AST) (SGOT),Pathology
84460,Alanine amino (ALT) (SGPT),Pathology
84466,Assay of transferrin,Pathology
84478,Assay of triglycerides,Pathology
84479,Assay of thyroid (t3 or t4),Pathology
84480,"Assay, triiodothyronine (t3)",Pathology
84481,Free assay (FT-3),Pathology
84482,T3 reverse,Pathology
84484,"Assay of troponin, quant",Pathology
84485,Assay duodenal fluid trypsin,Pathology
84488,Test feces for trypsin,Pathology
84490,Assay of feces for trypsin,Pathology
84510,Assay of tyrosine,Pathology
84512,"Assay of troponin, qual",Pathology
84520,Assay of urea nitrogen,Pathology
84525,Urea nitrogen semi-quant,Pathology
84540,Assay of urine/urea-n,Pathology
84545,Urea-N clearance test,Pathology
84550,Assay of blood/uric acid,Pathology
84560,Assay of urine/uric acid,Pathology
84577,Assay of feces/urobilinogen,Pathology
84578,Test urine urobilinogen,Pathology
84580,Assay of urine urobilinogen,Pathology
84583,Assay of urine urobilinogen,Pathology
84585,Assay of urine vma,Pathology
84586,Assay of vip,Pathology
84588,Assay of vasopressin,Pathology
84590,Assay of vitamin a,Pathology
84591,Assay of nos vitamin,Pathology
84597,Assay of vitamin k,Pathology
84600,Assay of volatiles,Pathology
84620,Xylose tolerance test,Pathology
84630,Assay of zinc,Pathology
84681,Assay of c-peptide,Pathology
84702,Chorionic gonadotropin test,Pathology
84703,Chorionic gonadotropin assay,Pathology
84830,Ovulation tests,Pathology
84999,Clinical chemistry test,Pathology
85002,Bleeding time test,Pathology
85004,Automated diff wbc count,Pathology
85007,Bl smear w/diff wbc count,Pathology
85008,Bl smear w/o diff wbc count,Pathology
85009,Manual diff wbc count b-coat,Pathology
85013,Spun microhematocrit,Pathology
85014,Hematocrit,Pathology
85018,Hemoglobin,Pathology
85025,Complete cbc w/auto diff wbc,Pathology
85027,"Complete cbc, automated",Pathology
85032,"Manual cell count, each",Pathology
85041,Automated rbc count,Pathology
85044,Manual reticulocyte count,Pathology
85045,Automated reticulocyte count,Pathology
85046,Reticyte/hgb concentrate,Pathology
85048,Automated leukocyte count,Pathology
85049,Automated platelet count,Pathology
85055,Reticulated platelet assay,Pathology
85060,Blood smear interpretation,Pathology
85097,Bone marrow interpretation,Pathology
85130,Chromogenic substrate assay,Pathology
85170,Blood clot retraction,Pathology
85175,Blood clot lysis time,Pathology
85210,Blood clot factor II test,Pathology
85220,Blood clot factor V test,Pathology
85230,Blood clot factor VII test,Pathology
85240,Blood clot factor VIII test,Pathology
85244,Blood clot factor VIII test,Pathology
85245,Blood clot factor VIII test,Pathology
85246,Blood clot factor VIII test,Pathology
85247,Blood clot factor VIII test,Pathology
85250,Blood clot factor IX test,Pathology
85260,Blood clot factor X test,Pathology
85270,Blood clot factor XI test,Pathology
85280,Blood clot factor XII test,Pathology
85290,Blood clot factor XIII test,Pathology
85291,Blood clot factor XIII test,Pathology
85292,Blood clot factor assay,Pathology
85293,Blood clot factor assay,Pathology
85300,Antithrombin III test,Pathology
85301,Antithrombin III test,Pathology
85302,Blood clot inhibitor antigen,Pathology
85303,Blood clot inhibitor test,Pathology
85305,Blood clot inhibitor assay,Pathology
85306,Blood clot inhibitor test,Pathology
85307,Assay activated protein c,Pathology
85335,Factor inhibitor test,Pathology
85337,Thrombomodulin,Pathology
85345,Coagulation time,Pathology
85347,Coagulation time,Pathology
85348,Coagulation time,Pathology
85360,Euglobulin lysis,Pathology
85362,Fibrin degradation products,Pathology
85366,Fibrinogen test,Pathology
85370,Fibrinogen test,Pathology
85378,"Fibrin degrade, semiquant",Pathology
85379,"Fibrin degradation, quant",Pathology
85380,"Fibrin degradation, vte",Pathology
85384,Fibrinogen,Pathology
85385,Fibrinogen,Pathology
85390,Fibrinolysins screen,Pathology
85396,"Clotting assay, whole blood",Pathology
85400,Fibrinolytic plasmin,Pathology
85410,Fibrinolytic antiplasmin,Pathology
85415,Fibrinolytic plasminogen,Pathology
85420,Fibrinolytic plasminogen,Pathology
85421,Fibrinolytic plasminogen,Pathology
85441,"Heinz bodies, direct",Pathology
85445,"Heinz bodies, induced",Pathology
85460,"Hemoglobin, fetal",Pathology
85461,"Hemoglobin, fetal",Pathology
85475,Hemolysin,Pathology
85520,Heparin assay,Pathology
85525,Heparin neutralization,Pathology
85530,Heparin-protamine tolerance,Pathology
85536,Iron stain peripheral blood,Pathology
85540,Wbc alkaline phosphatase,Pathology
85547,RBC mechanical fragility,Pathology
85549,Muramidase,Pathology
85555,RBC osmotic fragility,Pathology
85557,RBC osmotic fragility,Pathology
85576,Blood platelet aggregation,Pathology
85597,Platelet neutralization,Pathology
85610,Prothrombin time,Pathology
85611,Prothrombin test,Pathology
85612,Viper venom prothrombin time,Pathology
85613,"Russell viper venom, diluted",Pathology
85635,Reptilase test,Pathology
85651,"Rbc sed rate, nonautomated",Pathology
85652,"Rbc sed rate, automated",Pathology
85660,RBC sickle cell test,Pathology
85670,"Thrombin time, plasma",Pathology
85675,"Thrombin time, titer",Pathology
85705,Thromboplastin inhibition,Pathology
85730,"Thromboplastin time, partial",Pathology
85732,"Thromboplastin time, partial",Pathology
85810,Blood viscosity examination,Pathology
85999,Hematology procedure,Pathology
86000,"Agglutinins, febrile",Pathology
86001,Allergen specific igg,Pathology
86003,Allergen specific IgE,Pathology
86005,Allergen specific IgE,Pathology
86021,WBC antibody identification,Pathology
86022,Platelet antibodies,Pathology
86023,Immunoglobulin assay,Pathology
86038,Antinuclear antibodies,Pathology
86039,Antinuclear antibodies (ANA),Pathology
86060,"Antistreptolysin o, titer",Pathology
86063,"Antistreptolysin o, screen",Pathology
86064,"B cells, total count",Pathology
86077,Physician blood bank service,Pathology
86078,Physician blood bank service,Pathology
86079,Physician blood bank service,Pathology
86140,C-reactive protein,Pathology
86141,"C-reactive protein, hs",Pathology
86146,Glycoprotein antibody,Pathology
86147,Cardiolipin antibody,Pathology
86148,Phospholipid antibody,Pathology
86155,Chemotaxis assay,Pathology
86156,"Cold agglutinin, screen",Pathology
86157,"Cold agglutinin, titer",Pathology
86160,"Complement, antigen",Pathology
86161,Complement/function activity,Pathology
86162,"Complement, total (CH50)",Pathology
86171,"Complement fixation, each",Pathology
86185,Counterimmunoelectrophoresis,Pathology
86215,"Deoxyribonuclease, antibody",Pathology
86225,DNA antibody,Pathology
86226,"DNA antibody, single strand",Pathology
86235,Nuclear antigen antibody,Pathology
86243,Fc receptor,Pathology
86255,"Fluorescent antibody, screen",Pathology
86256,"Fluorescent antibody, titer",Pathology
86277,Growth hormone antibody,Pathology
86280,Hemagglutination inhibition,Pathology
86294,"Immunoassay, tumor, qual",Pathology
86300,"Immunoassay, tumor, ca 15-3",Pathology
86301,"Immunoassay, tumor, ca 19-9",Pathology
86304,"Immunoassay, tumor, ca 125",Pathology
86308,Heterophile antibodies,Pathology
86309,Heterophile antibodies,Pathology
86310,Heterophile antibodies,Pathology
86316,"Immunoassay, tumor other",Pathology
86317,"Immunoassay,infectious agent",Pathology
86318,"Immunoassay,infectious agent",Pathology
86320,Serum immunoelectrophoresis,Pathology
86325,Other immunoelectrophoresis,Pathology
86327,Immunoelectrophoresis assay,Pathology
86329,Immunodiffusion,Pathology
86331,Immunodiffusion ouchterlony,Pathology
86332,Immune complex assay,Pathology
86334,"Immunofix e-phoresis, serum",Pathology
86335,Immunfix e-phorsis/urine/csf,Pathology
86336,Inhibin A,Pathology
86337,Insulin antibodies,Pathology
86340,Intrinsic factor antibody,Pathology
86341,Islet cell antibody,Pathology
86343,Leukocyte histamine release,Pathology
86344,Leukocyte phagocytosis,Pathology
86353,Lymphocyte transformation,Pathology
86359,"T cells, total count",Pathology
86360,"T cell, absolute count/ratio",Pathology
86361,"T cell, absolute count",Pathology
86376,Microsomal antibody,Pathology
86378,Migration inhibitory factor,Pathology
86379,"Nk cells, total count",Pathology
86382,"Neutralization test, viral",Pathology
86384,Nitroblue tetrazolium dye,Pathology
86403,Particle agglutination test,Pathology
86406,Particle agglutination test,Pathology
86430,Rheumatoid factor test,Pathology
86431,"Rheumatoid factor, quant",Pathology
86485,"Skin test, candida",Pathology
86490,Coccidioidomycosis skin test,Pathology
86510,Histoplasmosis skin test,Pathology
86580,TB intradermal test,Pathology
86585,TB tine test,Pathology
86586,"Skin test, unlisted",Pathology
86587,"Stem cells, total count",Pathology
86590,"Streptokinase, antibody",Pathology
86592,"Blood serology, qualitative",Pathology
86593,"Blood serology, quantitative",Pathology
86602,Antinomyces antibody,Pathology
86603,Adenovirus antibody,Pathology
86606,Aspergillus antibody,Pathology
86609,Bacterium antibody,Pathology
86611,Bartonella antibody,Pathology
86612,Blastomyces antibody,Pathology
86615,Bordetella antibody,Pathology
86617,Lyme disease antibody,Pathology
86618,Lyme disease antibody,Pathology
86619,Borrelia antibody,Pathology
86622,Brucella antibody,Pathology
86625,Campylobacter antibody,Pathology
86628,Candida antibody,Pathology
86631,Chlamydia antibody,Pathology
86632,Chlamydia igm antibody,Pathology
86635,Coccidioides antibody,Pathology
86638,Q fever antibody,Pathology
86641,Cryptococcus antibody,Pathology
86644,CMV antibody,Pathology
86645,"CMV antibody, IgM",Pathology
86648,Diphtheria antibody,Pathology
86651,Encephalitis antibody,Pathology
86652,Encephalitis antibody,Pathology
86653,Encephalitis antibody,Pathology
86654,Encephalitis antibody,Pathology
86658,Enterovirus antibody,Pathology
86663,Epstein-barr antibody,Pathology
86664,Epstein-barr antibody,Pathology
86665,Epstein-barr antibody,Pathology
86666,Ehrlichia antibody,Pathology
86668,Francisella tularensis,Pathology
86671,Fungus antibody,Pathology
86674,Giardia lamblia antibody,Pathology
86677,Helicobacter pylori,Pathology
86682,Helminth antibody,Pathology
86684,Hemophilus influenza,Pathology
86687,Htlv-i antibody,Pathology
86688,Htlv-ii antibody,Pathology
86689,HTLV/HIV confirmatory test,Pathology
86692,"Hepatitis, delta agent",Pathology
86694,Herpes simplex test,Pathology
86695,Herpes simplex test,Pathology
86696,Herpes simplex type 2,Pathology
86698,Histoplasma,Pathology
86701,HIV-1,Pathology
86702,HIV-2,Pathology
86703,"HIV-1/HIV-2, single assay",Pathology
86704,"Hep b core antibody, total",Pathology
86705,"Hep b core antibody, igm",Pathology
86706,Hep b surface antibody,Pathology
86707,Hep be antibody,Pathology
86708,"Hep a antibody, total",Pathology
86709,"Hep a antibody, igm",Pathology
86710,Influenza virus antibody,Pathology
86713,Legionella antibody,Pathology
86717,Leishmania antibody,Pathology
86720,Leptospira antibody,Pathology
86723,Listeria monocytogenes ab,Pathology
86727,Lymph choriomeningitis ab,Pathology
86729,Lympho venereum antibody,Pathology
86732,Mucormycosis antibody,Pathology
86735,Mumps antibody,Pathology
86738,Mycoplasma antibody,Pathology
86741,Neisseria meningitidis,Pathology
86744,Nocardia antibody,Pathology
86747,Parvovirus antibody,Pathology
86750,Malaria antibody,Pathology
86753,Protozoa antibody nos,Pathology
86756,Respiratory virus antibody,Pathology
86757,Rickettsia antibody,Pathology
86759,Rotavirus antibody,Pathology
86762,Rubella antibody,Pathology
86765,Rubeola antibody,Pathology
86768,Salmonella antibody,Pathology
86771,Shigella antibody,Pathology
86774,Tetanus antibody,Pathology
86777,Toxoplasma antibody,Pathology
86778,"Toxoplasma antibody, igm",Pathology
86781,"Treponema pallidum, confirm",Pathology
86784,Trichinella antibody,Pathology
86787,Varicella-zoster antibody,Pathology
86790,Virus antibody nos,Pathology
86793,Yersinia antibody,Pathology
86800,Thyroglobulin antibody,Pathology
86803,Hepatitis c ab test,Pathology
86804,"Hep c ab test, confirm",Pathology
86805,Lymphocytotoxicity assay,Pathology
86806,Lymphocytotoxicity assay,Pathology
86807,Cytotoxic antibody screening,Pathology
86808,Cytotoxic antibody screening,Pathology
86812,"HLA typing, A, B, or C",Pathology
86813,"HLA typing, A, B, or C",Pathology
86816,"HLA typing, DR/DQ",Pathology
86817,"HLA typing, DR/DQ",Pathology
86821,"Lymphocyte culture, mixed",Pathology
86822,"Lymphocyte culture, primed",Pathology
86849,Immunology procedure,Pathology
86850,RBC antibody screen,Pathology
86860,RBC antibody elution,Pathology
86870,RBC antibody identification,Pathology
86880,"Coombs test, direct",Pathology
86885,"Coombs test, indirect, qual",Pathology
86886,"Coombs test, indirect, titer",Pathology
86890,Autologous blood process,Pathology
86891,"Autologous blood, op salvage",Pathology
86900,"Blood typing, ABO",Pathology
86901,"Blood typing, Rh (D)",Pathology
86903,"Blood typing, antigen screen",Pathology
86904,"Blood typing, patient serum",Pathology
86905,"Blood typing, RBC antigens",Pathology
86906,"Blood typing, Rh phenotype",Pathology
86910,"Blood typing, paternity test",Pathology
86911,"Blood typing, antigen system",Pathology
86920,Compatibility test,Pathology
86921,Compatibility test,Pathology
86922,Compatibility test,Pathology
86927,"Plasma, fresh frozen",Pathology
86930,Frozen blood prep,Pathology
86931,Frozen blood thaw,Pathology
86932,Frozen blood freeze/thaw,Pathology
86940,"Hemolysins/agglutinins, auto",Pathology
86941,Hemolysins/agglutinins,Pathology
86945,Blood product/irradiation,Pathology
86950,Leukacyte transfusion,Pathology
86965,Pooling blood platelets,Pathology
86970,RBC pretreatment,Pathology
86971,RBC pretreatment,Pathology
86972,RBC pretreatment,Pathology
86975,"RBC pretreatment, serum",Pathology
86976,"RBC pretreatment, serum",Pathology
86977,"RBC pretreatment, serum",Pathology
86978,"RBC pretreatment, serum",Pathology
86985,Split blood or products,Pathology
86999,Transfusion procedure,Pathology
87001,Small animal inoculation,Pathology
87003,Small animal inoculation,Pathology
87015,Specimen concentration,Pathology
87040,Blood culture for bacteria,Pathology
87045,"Feces culture, bacteria",Pathology
87046,"Stool cultr, bacteria, each",Pathology
87070,"Culture, bacteria, other",Pathology
87071,Culture bacteri aerobic othr,Pathology
87073,Culture bacteria anaerobic,Pathology
87075,"Cultr bacteria, except blood",Pathology
87076,"Culture anaerobe ident, each",Pathology
87077,Culture aerobic identify,Pathology
87081,Culture screen only,Pathology
87084,Culture of specimen by kit,Pathology
87086,Urine culture/colony count,Pathology
87088,Urine bacteria culture,Pathology
87101,Skin fungi culture,Pathology
87102,Fungus isolation culture,Pathology
87103,Blood fungus culture,Pathology
87106,"Fungi identification, yeast",Pathology
87107,"Fungi identification, mold",Pathology
87109,Mycoplasma,Pathology
87110,Chlamydia culture,Pathology
87116,Mycobacteria culture,Pathology
87118,Mycobacteric identification,Pathology
87140,Culture type immunofluoresc,Pathology
87143,"Culture typing, glc/hplc",Pathology
87147,"Culture type, immunologic",Pathology
87149,"Culture type, nucleic acid",Pathology
87152,Culture type pulse field gel,Pathology
87158,"Culture typing, added method",Pathology
87164,Dark field examination,Pathology
87166,Dark field examination,Pathology
87168,Macroscopic exam arthropod,Pathology
87169,Macroscopic exam parasite,Pathology
87172,Pinworm exam,Pathology
87176,"Tissue homogenization, cultr",Pathology
87177,Ova and parasites smears,Pathology
87181,"Microbe susceptible, diffuse",Pathology
87184,"Microbe susceptible, disk",Pathology
87185,"Microbe susceptible, enzyme",Pathology
87186,"Microbe susceptible, mic",Pathology
87187,"Microbe susceptible, mlc",Pathology
87188,"Microbe suscept, macrobroth",Pathology
87190,"Microbe suscept, mycobacteri",Pathology
87197,"Bactericidal level, serum",Pathology
87205,"Smear, gram stain",Pathology
87206,"Smear, fluorescent/acid stai",Pathology
87207,"Smear, special stain",Pathology
87210,"Smear, wet mount, saline/ink",Pathology
87220,Tissue exam for fungi,Pathology
87230,"Assay, toxin or antitoxin",Pathology
87250,"Virus inoculate, eggs/animal",Pathology
87252,"Virus inoculation, tissue",Pathology
87253,"Virus inoculate tissue, addl",Pathology
87254,"Virus inoculation, shell via",Pathology
87255,"Genet virus isolate, hsv",Pathology
87260,"Adenovirus ag, if",Pathology
87265,"Pertussis ag, if",Pathology
87267,"Enterovirus antibody, dfa",Pathology
87269,"Giardia ag, if",Pathology
87270,"Chlamydia trachomatis ag, if",Pathology
87271,"Cryptosporidum/gardia ag, if",Pathology
87272,"Cryptosporidium ag, if",Pathology
87273,"Herpes simplex 2, ag, if",Pathology
87274,"Herpes simplex 1, ag, if",Pathology
87275,"Influenza b, ag, if",Pathology
87276,"Influenza a, ag, if",Pathology
87277,"Legionella micdadei, ag, if",Pathology
87278,"Legion pneumophilia ag, if",Pathology
87279,"Parainfluenza, ag, if",Pathology
87280,"Respiratory syncytial ag, if",Pathology
87281,"Pneumocystis carinii, ag, if",Pathology
87283,"Rubeola, ag, if",Pathology
87285,"Treponema pallidum, ag, if",Pathology
87290,"Varicella zoster, ag, if",Pathology
87299,"Antibody detection, nos, if",Pathology
87300,"Ag detection, polyval, if",Pathology
87301,"Adenovirus ag, eia",Pathology
87320,"Chylmd trach ag, eia",Pathology
87324,"Clostridium ag, eia",Pathology
87327,"Cryptococcus neoform ag, eia",Pathology
87328,"Cryptosporidium ag, eia",Pathology
87329,"Giardia ag, eia",Pathology
87332,"Cytomegalovirus ag, eia",Pathology
87335,"E coli 0157 ag, eia",Pathology
87336,"Entamoeb hist dispr, ag, eia",Pathology
87337,"Entamoeb hist group, ag, eia",Pathology
87338,"Hpylori, stool, eia",Pathology
87339,"H pylori ag, eia",Pathology
87340,"Hepatitis b surface ag, eia",Pathology
87341,"Hepatitis b surface, ag, eia",Pathology
87350,"Hepatitis be ag, eia",Pathology
87380,"Hepatitis delta ag, eia",Pathology
87385,"Histoplasma capsul ag, eia",Pathology
87390,"Hiv-1 ag, eia",Pathology
87391,"Hiv-2 ag, eia",Pathology
87400,"Influenza a/b, ag, eia",Pathology
87420,"Resp syncytial ag, eia",Pathology
87425,"Rotavirus ag, eia",Pathology
87427,"Shiga-like toxin ag, eia",Pathology
87430,"Strep a ag, eia",Pathology
87449,"Ag detect nos, eia, mult",Pathology
87450,"Ag detect nos, eia, single",Pathology
87451,"Ag detect polyval, eia, mult",Pathology
87470,"Bartonella, dna, dir probe",Pathology
87471,"Bartonella, dna, amp probe",Pathology
87472,"Bartonella, dna, quant",Pathology
87475,"Lyme dis, dna, dir probe",Pathology
87476,"Lyme dis, dna, amp probe",Pathology
87477,"Lyme dis, dna, quant",Pathology
87480,"Candida, dna, dir probe",Pathology
87481,"Candida, dna, amp probe",Pathology
87482,"Candida, dna, quant",Pathology
87485,"Chylmd pneum, dna, dir probe",Pathology
87486,"Chylmd pneum, dna, amp probe",Pathology
87487,"Chylmd pneum, dna, quant",Pathology
87490,"Chylmd trach, dna, dir probe",Pathology
87491,"Chylmd trach, dna, amp probe",Pathology
87492,"Chylmd trach, dna, quant",Pathology
87495,"Cytomeg, dna, dir probe",Pathology
87496,"Cytomeg, dna, amp probe",Pathology
87497,"Cytomeg, dna, quant",Pathology
87510,"Gardner vag, dna, dir probe",Pathology
87511,"Gardner vag, dna, amp probe",Pathology
87512,"Gardner vag, dna, quant",Pathology
87515,"Hepatitis b, dna, dir probe",Pathology
87516,"Hepatitis b, dna, amp probe",Pathology
87517,"Hepatitis b, dna, quant",Pathology
87520,"Hepatitis c, rna, dir probe",Pathology
87521,"Hepatitis c, rna, amp probe",Pathology
87522,"Hepatitis c, rna, quant",Pathology
87525,"Hepatitis g, dna, dir probe",Pathology
87526,"Hepatitis g, dna, amp probe",Pathology
87527,"Hepatitis g, dna, quant",Pathology
87528,"Hsv, dna, dir probe",Pathology
87529,"Hsv, dna, amp probe",Pathology
87530,"Hsv, dna, quant",Pathology
87531,"Hhv-6, dna, dir probe",Pathology
87532,"Hhv-6, dna, amp probe",Pathology
87533,"Hhv-6, dna, quant",Pathology
87534,"Hiv-1, dna, dir probe",Pathology
87535,"Hiv-1, dna, amp probe",Pathology
87536,"Hiv-1, dna, quant",Pathology
87537,"Hiv-2, dna, dir probe",Pathology
87538,"Hiv-2, dna, amp probe",Pathology
87539,"Hiv-2, dna, quant",Pathology
87540,"Legion pneumo, dna, dir prob",Pathology
87541,"Legion pneumo, dna, amp prob",Pathology
87542,"Legion pneumo, dna, quant",Pathology
87550,"Mycobacteria, dna, dir probe",Pathology
87551,"Mycobacteria, dna, amp probe",Pathology
87552,"Mycobacteria, dna, quant",Pathology
87555,"M.tuberculo, dna, dir probe",Pathology
87556,"M.tuberculo, dna, amp probe",Pathology
87557,"M.tuberculo, dna, quant",Pathology
87560,"M.avium-intra, dna, dir prob",Pathology
87561,"M.avium-intra, dna, amp prob",Pathology
87562,"M.avium-intra, dna, quant",Pathology
87580,"M.pneumon, dna, dir probe",Pathology
87581,"M.pneumon, dna, amp probe",Pathology
87582,"M.pneumon, dna, quant",Pathology
87590,"N.gonorrhoeae, dna, dir prob",Pathology
87591,"N.gonorrhoeae, dna, amp prob",Pathology
87592,"N.gonorrhoeae, dna, quant",Pathology
87620,"Hpv, dna, dir probe",Pathology
87621,"Hpv, dna, amp probe",Pathology
87622,"Hpv, dna, quant",Pathology
87650,"Strep a, dna, dir probe",Pathology
87651,"Strep a, dna, amp probe",Pathology
87652,"Strep a, dna, quant",Pathology
87660,"Trichomonas vagin, dir probe",Pathology
87797,"Detect agent nos, dna, dir",Pathology
87798,"Detect agent nos, dna, amp",Pathology
87799,"Detect agent nos, dna, quant",Pathology
87800,"Detect agnt mult, dna, direc",Pathology
87801,"Detect agnt mult, dna, ampli",Pathology
87802,Strep b assay w/optic,Pathology
87803,Clostridium toxin a w/optic,Pathology
87804,Influenza assay w/optic,Pathology
87807,Rsv assay w/optic,Pathology
87810,Chylmd trach assay w/optic,Pathology
87850,N. gonorrhoeae assay w/optic,Pathology
87880,Strep a assay w/optic,Pathology
87899,Agent nos assay w/optic,Pathology
87901,"Genotype, dna, hiv reverse t",Pathology
87902,"Genotype, dna, hepatitis C",Pathology
87903,"Phenotype, dna hiv w/culture",Pathology
87904,"Phenotype, dna hiv w/clt add",Pathology
87999,Microbiology procedure,Pathology
88000,"Autopsy (necropsy), gross",Pathology
88005,"Autopsy (necropsy), gross",Pathology
88007,"Autopsy (necropsy), gross",Pathology
88012,"Autopsy (necropsy), gross",Pathology
88014,"Autopsy (necropsy), gross",Pathology
88016,"Autopsy (necropsy), gross",Pathology
88020,"Autopsy (necropsy), complete",Pathology
88025,"Autopsy (necropsy), complete",Pathology
88027,"Autopsy (necropsy), complete",Pathology
88028,"Autopsy (necropsy), complete",Pathology
88029,"Autopsy (necropsy), complete",Pathology
88036,Limited autopsy,Pathology
88037,Limited autopsy,Pathology
88040,Forensic autopsy (necropsy),Pathology
88045,Coroner?s autopsy (necropsy),Pathology
88099,Necropsy (autopsy) procedure,Pathology
88104,"Cytopathology, fluids",Pathology
88106,"Cytopathology, fluids",Pathology
88107,"Cytopathology, fluids",Pathology
88108,"Cytopath, concentrate tech",Pathology
88112,"Cytopath, cell enhance tech",Pathology
88125,Forensic cytopathology,Pathology
88130,Sex chromatin identification,Pathology
88140,Sex chromatin identification,Pathology
88141,"Cytopath, c/v, interpret",Pathology
88142,"Cytopath, c/v, thin layer",Pathology
88143,Cytopath c/v thin layer redo,Pathology
88147,"Cytopath, c/v, automated",Pathology
88148,"Cytopath, c/v, auto rescreen",Pathology
88150,"Cytopath, c/v, manual",Pathology
88152,"Cytopath, c/v, auto redo",Pathology
88153,"Cytopath, c/v, redo",Pathology
88154,"Cytopath, c/v, select",Pathology
88155,"Cytopath, c/v, index add-on",Pathology
88160,"Cytopath smear, other source",Pathology
88161,"Cytopath smear, other source",Pathology
88162,"Cytopath smear, other source",Pathology
88164,"Cytopath tbs, c/v, manual",Pathology
88165,"Cytopath tbs, c/v, redo",Pathology
88166,"Cytopath tbs, c/v, auto redo",Pathology
88167,"Cytopath tbs, c/v, select",Pathology
88172,Cytopathology eval of fna,Pathology
88173,"Cytopath eval, fna, report",Pathology
88174,"Cytopath, c/v auto, in fluid",Pathology
88175,Cytopath c/v auto fluid redo,Pathology
88182,Cell marker study,Pathology
88184,"Flowcytometry/ tc, 1 marker",Pathology
88185,"Flowcytometry/tc, add-on",Pathology
88187,"Flowcytometry/read, 2-8",Pathology
88188,"Flowcytometry/read, 9-15",Pathology
88189,"Flowcytometry/read, 16 & >",Pathology
88199,Cytopathology procedure,Pathology
88230,"Tissue culture, lymphocyte",Pathology
88233,"Tissue culture, skin/biopsy",Pathology
88235,"Tissue culture, placenta",Pathology
88237,"Tissue culture, bone marrow",Pathology
88239,"Tissue culture, tumor",Pathology
88240,Cell cryopreserve/storage,Pathology
88241,Frozen cell preparation,Pathology
88245,"Chromosome analysis, 20-25",Pathology
88248,"Chromosome analysis, 50-100",Pathology
88249,"Chromosome analysis, 100",Pathology
88261,"Chromosome analysis, 5",Pathology
88262,"Chromosome analysis, 15-20",Pathology
88263,"Chromosome analysis, 45",Pathology
88264,"Chromosome analysis, 20-25",Pathology
88267,"Chromosome analys, placenta",Pathology
88269,"Chromosome analys, amniotic",Pathology
88271,"Cytogenetics, dna probe",Pathology
88272,"Cytogenetics, 3-5",Pathology
88273,"Cytogenetics, 10-30",Pathology
88274,"Cytogenetics, 25-99",Pathology
88275,"Cytogenetics, 100-300",Pathology
88280,Chromosome karyotype study,Pathology
88283,Chromosome banding study,Pathology
88285,"Chromosome count, additional",Pathology
88289,"Chromosome study, additional",Pathology
88291,Cyto/molecular report,Pathology
88299,Cytogenetic study,Pathology
88300,"Surgical path, gross",Pathology
88302,Tissue exam by pathologist,Pathology
88304,Tissue exam by pathologist,Pathology
88305,Tissue exam by pathologist,Pathology
88307,Tissue exam by pathologist,Pathology
88309,Tissue exam by pathologist,Pathology
88311,Decalcify tissue,Pathology
88312,Special stains,Pathology
88313,Special stains,Pathology
88314,Histochemical stain,Pathology
88318,Chemical histochemistry,Pathology
88319,Enzyme histochemistry,Pathology
88321,Microslide consultation,Pathology
88323,Microslide consultation,Pathology
88325,Comprehensive review of data,Pathology
88329,Path consult introp,Pathology
88331,"Path consult intraop, 1 bloc",Pathology
88332,"Path consult intraop, add?l",Pathology
88342,Immunohistochemistry,Pathology
88346,Immunofluorescent study,Pathology
88347,Immunofluorescent study,Pathology
88348,Electron microscopy,Pathology
88349,Scanning electron microscopy,Pathology
88355,"Analysis, skeletal muscle",Pathology
88356,"Analysis, nerve",Pathology
88358,"Analysis, tumor",Pathology
88360,Tumor immunohistochem/manual,Pathology
88361,Tumor immunohistochem/comput,Pathology
88362,Nerve teasing preparations,Pathology
88365,Insitu hybridization (fish),Pathology
88367,"Insitu hybridization, auto",Pathology
88368,"Insitu hybridization, manual",Pathology
88371,"Protein, western blot tissue",Pathology
88372,Protein analysis w/probe,Pathology
88380,Microdissection,Pathology
88399,Surgical pathology procedure,Pathology
88400,Bilirubin total transcut,Pathology
89050,Body fluid cell count,Pathology
89051,Body fluid cell count,Pathology
89055,"Leukocyte assessment, fecal",Pathology
89060,"Exam,synovial fluid crystals",Pathology
89100,Sample intestinal contents,Pathology
